81.55.85.122 AW00011646 anna41 [16/Jan/2022:00:43:44 0000] "GET / HTTP/1.0" 407 646 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
27.53.190.163 AW00011228 ashley3 [16/Jan/2022:00:43:44 0000] "GET / HTTP/1.0" 201 228 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
234.93.154.68 AW00011283 arturo33 [16/Jan/2022:00:43:44 0000] "GET / HTTP/1.0" 204 283 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/33.0.0.0 Safari/534.24"
150.254.249.237 AW00011251 xavier51 [16/Jan/2022:00:43:44 0000] "GET / HTTP/1.0" 303 251 "-" "Mozilla/5.0 (Linux; Android 5.1.1; Nexus 7 Build/LMY48I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.84 Safari/537.36"
127.213.126.83 AW00011210 edward50 [16/Jan/2022:00:43:44 0000] "GET / HTTP/1.0" 303 210 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0"
99.163.221.123 AW00011398 colin41 [16/Jan/2022:00:43:44 0000] "GET / HTTP/1.0" 417 398 "-" "Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
146.140.79.237 AW00011642 morgan81 [16/Jan/2022:00:43:44 0000] "GET / HTTP/1.0" 412 642 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:31.0) Gecko/20100101 Firefox/31.0"
199.44.144.85 AW00011465 louis23 [16/Jan/2022:00:43:44 0000] "GET / HTTP/1.0" 503 465 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20120101 Firefox/29.0"
104.237.81.229 AW00011385 miguel24 [16/Jan/2022:00:43:44 0000] "GET / HTTP/1.0" 413 385 "-" "Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12F69"
165.163.76.119 AW00011345 robin13 [16/Jan/2022:00:43:44 0000] "GET / HTTP/1.0" 205 345 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:41.0) Gecko/20100101 Firefox/41.0"
161.155.147.137 AW00011655 tamara21 [16/Jan/2022:00:43:44 0000] "GET / HTTP/1.0" 100 655 "-" "Mozilla/5.0 (Windows NT 6.1; Trident/7.0; EIE10;ENUSWOL; rv:11.0) like Gecko"
253.234.11.135 AW00011351 anne19 [16/Jan/2022:00:43:44 0000] "GET / HTTP/1.0" 404 351 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.34 (KHTML, like Gecko) Qt/4.8.1 Safari/534.34"
24.18.134.132 AW00011292 seth42 [16/Jan/2022:00:43:44 0000] "GET / HTTP/1.0" 504 292 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; yie10; rv:11.0) like Gecko"
94.186.33.162 AW00011397 latoya9 [16/Jan/2022:00:43:44 0000] "GET / HTTP/1.0" 402 397 "-" "Mozilla/5.0 (Windows NT 6.1; rv:35.0) Gecko/20100101 Firefox/35.0"
32.184.126.87 AW00011625 zachary37 [16/Jan/2022:00:43:44 0000] "GET / HTTP/1.0" 304 625 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0; MSN 9.0;MSN 9.1;MSN 9.6;MSN 10.0;MSN 10.2;MSN 10.5;MSN 11;MSN 11.5; MSNbMSNI; MSNmen-us; MSNcOTH) like Gecko"
82.156.180.173 AW00011537 dakota3 [16/Jan/2022:00:43:44 0000] "GET / HTTP/1.0" 404 537 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_0_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12A405 Safari/600.1.4"
51.67.248.117 AW00011547 cindy6 [16/Jan/2022:00:43:44 0000] "GET / HTTP/1.0" 204 547 "-" "Mozilla/5.0 (X11; CrOS x86_64 7077.123.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
114.179.41.1 AW00011547 cindy6 [16/Jan/2022:00:43:44 0000] "GET / HTTP/1.0" 500 547 "-" "Mozilla/5.0 (X11; CrOS x86_64 7077.123.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36"
